name,referentNumber,nameSection,webpageUrl,adressSection,type,address,city
Cell Signaling Technology Europe B.V.,28100442,"Cell Signaling Technology Europe B.V. 5.0  (1) 
Biotechnology company in Leiden, Netherlands",/url?q=https://www.cellsignal.com/&sa=U&ved=2ahUKEwjd6NOL5-f9AhUHlmoFHTHSAXcQgU96BAgKEAQ&usg=AOvVaw3PjrSSJgP3rqVx36QH5coZ,"Address: Dellaertweg 9b, 2316 WZ Leiden, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 71 720 0200",Biotechnology company,"Dellaertweg 9b, 2316 WZ Leiden",Leiden
Celanese Europe B.V.,61484660,"Celanese BVBA 5.0  (1) 
Corporate office",/url?q=https://www.celanese.com/&sa=U&ved=2ahUKEwi1qe6K5-f9AhXykmoFHRCnBVkQgU96BAgMEAQ&usg=AOvVaw3wVpRVA_WZuIEEpo-oSuFZ,"Address: Strawinskylaan 3105, 1077 ZX Amsterdam, NetherlandsPhone: +31 20 721 3700",Corporate office,"Strawinskylaan 3105, 1077 ZX Amsterdam",Amsterdam
CeDo Recycling B.V.,14066702,"CeDo Recycling 3.2  (22) 
Waste management service in Geleen, Netherlands",/url?q=https://www.cedo.com/en/&sa=U&ved=2ahUKEwjL7fqI5-f9AhVFk2oFHfLTDQkQgU96BAgLEAQ&usg=AOvVaw0717nfiUNx0d7KzGPq_jG6,"Address: De Asselen Kuil 15, 6161 RD Geleen, NetherlandsHours: Closed ⋅ Opens 7:30 AM MonPhone: +31 46 477 1100",Waste management service,"De Asselen Kuil 15, 6161 RD Geleen",Geleen
CEAD B.V.,64651126,"CEAD B.V. 5.0  (5) 
Machining manufacturer in Delft, Netherlands",/url?q=http://www.ceadgroup.com/&sa=U&ved=2ahUKEwic65mI5-f9AhVvl2oFHQurA7kQgU96BAgLEAQ&usg=AOvVaw2gwU49HngAEpcFqcB-iO0U,"Address: Schieweg 25, 2627 AN Delft, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 15 737 0183",Mach,"Schieweg 25, 2627 AN Delft",Delft
CEA Systems B.V.,24165324,"CEA Systems BV 5.0  (2) 
Corporate office",,"Address: Fascinatio Boulevard 1242, 2909 VA Capelle aan den IJssel, NetherlandsPhone: +31 10 273 0066",Corporate office,"Fascinatio Boulevard 1242, 2909 VA Capelle aan den IJssel",IJssel
CE Delft,27251086,"CE Delft 4.1  (14) 
Environmental consultant in Delft, Netherlands",/url?q=https://www.ce.nl/&sa=U&ved=2ahUKEwjVtaCH5-f9AhUTmmoFHf1WBtEQgU96BAgMEAQ&usg=AOvVaw2ibdaZW9ibIZdxat91mGEX,"Address: Oude Delft 180, 2611 HH Delft, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 15 215 0150",Environmental consultant,"Oude Delft 180, 2611 HH Delft",Delft
CDR International B.V.,56270127,"CDR International 4.7  (10) 
Consultant in Amersfoort, Netherlands",/url?q=http://cdr-international.nl/&sa=U&ved=2ahUKEwii09ze5ef9AhUdiO4BHRvRAa4QgU96BAgLEAQ&usg=AOvVaw06N2DV4u7EwYWOucJkJhdX,"Address: Kon. Wilhelminalaan 43, 3818 HN Amersfoort, NetherlandsPhone: +31 85 301 0885",Consultant,"Kon. Wilhelminalaan 43, 3818 HN Amersfoort",Amersfoort
CCV Group B.V.,9045274,"CCV Netherlands 3.4  (462) 
Business to business service in Arnhem, Netherlands",/url?q=https://www.ccv.eu/nl/&sa=U&ved=2ahUKEwiXrfrd5ef9AhVLLkQIHbUHBtgQgU96BAgLEAQ&usg=AOvVaw3-6Xeq4Uf6Om1XIx7HvNOB,"Address: Westervoortsedijk 55, 6827 AT Arnhem, NetherlandsHours: Open 24 hoursPhone: +31 88 228 9849",Bus,"Westervoortsedijk 55, 6827 AT Arnhem",Arnhem
CCmath B.V.,34231454,"CCmath B.V. 4.5  (6) 
Software company in Amstelveen, Netherlands",/url?q=https://www.ccmath.com/&sa=U&ved=2ahUKEwip_K3d5ef9AhW-OUQIHaFzAzgQgU96BAgLEAQ&usg=AOvVaw0wq-KMld0CE8lHyc0j2ovL,"Address: Rembrandtweg 665, 1181 GV Amstelveen, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 20 261 2523",Software company,"Rembrandtweg 665, 1181 GV Amstelveen",Amstelveen
CBRE GWS Integrated Facility Management B.V.,33273785,"CBRE GWS Integrated Facility Management B.V. 2.3  (3) 
Corporate office",/url?q=https://www.cbre.nl/onze-kantoren/amsterdam/%3Futm_source%3DGoogleMyBusiness%26utm_medium%3Dgoogle%26utm_campaign%3Dgws-web-button&sa=U&ved=2ahUKEwjxpMjZ5ef9AhXdJUQIHQxRBo8QgU96BAgLEAQ&usg=AOvVaw2RbtDxImguSkNualYMdOSp,"Address: The Core, Anthony Fokkerweg 15, 1059 CM Amsterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 654 7474",Corporate office,"The Core, Anthony Fokkerweg 15, 1059 CM Amsterdam",Amsterdam
CBRE B.V.,33191573,"CBRE Amsterdam 4.3  (39) 
Commercial real estate agency in Amsterdam, Netherlands",/url?q=https://www.cbre.nl/nl-nl/onze-kantoren/amsterdam/%3Futm_source%3DGoogleMyBusiness%26utm_medium%3Dgoogle%26utm_campaign%3Damsterdam-the-core-web-button&sa=U&ved=2ahUKEwimx-XY5ef9AhXsL0QIHRCbCAUQgU96BAgMEAQ&usg=AOvVaw03sh-Uos75LXRseXfoMaea,"Address: The Core, Anthony Fokkerweg 15, 1059 CM Amsterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 626 2691",Commercial real estate agency,"The Core, Anthony Fokkerweg 15, 1059 CM Amsterdam",Amsterdam
Caterpillar Work Tools B.V.,16047090,"Caterpillar Work Tools 4.5  (8) 
Metal processing company in 's-Hertogenbosch, Netherlands",/url?q=http://www.cat.com/&sa=U&ved=2ahUKEwjDld_U5ef9AhVVIUQIHfNWC38QgU96BAgLEAQ&usg=AOvVaw2UCXeGtYPZaYb86hqOQ7T1,"Address: Sigarenmakerstraat 9, 5232 BJ 's-Hertogenbosch, NetherlandsHours: Closed ⋅ Opens 7:30 AM MonPhone: +31 73 639 9600",Metal process,"Sigarenmakerstraat 9, 5232 BJ 's-Hertogenbosch",'s-Hertogenbosch
Catalyze B.V.,70456674,"Catalyze Group 4.0  (5) 
Consultant in the Netherlands",/url?q=http://www.catalyze-group.com/&sa=U&ved=2ahUKEwiUnOrT5ef9AhU3OkQIHaVSD40QgU96BAgMEAQ&usg=AOvVaw2ICaxZiwQP0FQECTrhMVTf,"Address: DUIVENDRECHT NL, Joop Geesinkweg 167, 1114 AB Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 723 4400",Consultant,"DUIVENDRECHT NL, Joop Geesinkweg 167, 1114 AB Amsterdam",Amsterdam
Cataly Partners B.V.,24431634,"Cataly Partners 3.7  (3) 
Business management consultant in Hendrik-Ido-Ambacht, Netherlands",/url?q=https://www.cataly.com/&sa=U&ved=2ahUKEwit_JTT5ef9AhX3JEQIHX0DAU4QgU96BAgKEAQ&usg=AOvVaw3JO2SnrOE0NDhPdMQKJUxd,"Address: Het Tasveld 28, 3342 GT Hendrik-Ido-Ambacht, NetherlandsHours: Closed ⋅ Opens 12 AM MonPhone: +31 78 684 9682",Bus,"Het Tasveld 28, 3342 GT Hendrik-Ido-Ambacht",Hendrik-Ido-Ambacht
Castor Networks B.V.,32111065,"Castor Networks 4.7  (6) 
Internet service provider in Utrecht, Netherlands",/url?q=http://www.castornetworks.com/&sa=U&ved=2ahUKEwjIgNfS5ef9AhXdJUQIHalnBR4QgU96BAgIEAQ&usg=AOvVaw2xcd8O6x3yCUjK37uv88kw,"Address: Rijnzathe 4, 3454 PV Utrecht, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 88 646 0100",Internet service provider,"Rijnzathe 4, 3454 PV Utrecht",Utrecht
Castor Marine B.V.,32130742,"Castor Marine 4.5  (2) 
Internet service provider in Utrecht, Netherlands",/url?q=http://www.castormarine.com/&sa=U&ved=2ahUKEwje2pfS5ef9AhV1PkQIHXkWBmMQgU96BAgMEAQ&usg=AOvVaw24BKtGgMkxRsLbsk6XX11X,"Address: Rijnzathe 4, 3454 PV Utrecht, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 88 646 0100",Internet service provider,"Rijnzathe 4, 3454 PV Utrecht",Utrecht
Carya Automatisering V.O.F.,27260060,"Carya Automatisering 5.0  (1) 
Software company in Delft, Netherlands",/url?q=http://www.carya.nl/&sa=U&ved=2ahUKEwjs8ejO5ef9AhXMN0QIHX6sAG8QgU96BAgLEAQ&usg=AOvVaw0fUgWuJJ93o0khLkNppcsT,"Address: Rotterdamseweg 183C, 2629 HD Delft, NetherlandsPhone: +31 15 268 2602",Software company,"Rotterdamseweg 183C, 2629 HD Delft",Delft
CarNext B.V.,70040729,"CarNext.com | HQ 4.4  (7) 
Car finance and loan company in Amsterdam, Netherlands",,"Address: John M Keynesplein 10A, 4th Floor, 1066 EP Amsterdam, NetherlandsPhone: +31 20 703 3450",Car f,"John M Keynesplein 10A, 4th Floor, 1066 EP Amsterdam",Amsterdam
Carlisle Construction Materials B.V.,5083686,"Carlisle Construction Materials B.V. 4.2  (11) 
Rubber products supplier in Kampen, Overijssel, Netherlands",/url?q=https://www.ccm-europe.com/nl/&sa=U&ved=2ahUKEwjGl93K5ef9AhVWJ0QIHUXMAuUQgU96BAgMEAQ&usg=AOvVaw2SzVtooFOf7C49AoDRmuZp,"Address: Industrieweg 16, 8263 AD Kampen, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 38 339 3333",Rubber products supplier,"Industrieweg 16, 8263 AD Kampen",Kampen
Carhartt B.V. -EMEA,5060293,"Headoffice Carhartt B.V. 3.5  (16) 
Clothing supplier in Amsterdam, Netherlands",/url?q=http://www.carhartt.com/&sa=U&ved=2ahUKEwiljffJ5ef9AhXuLEQIHdxGD-kQgU96BAgMEAQ&usg=AOvVaw2lhsz4XyD5Wx5NgDQyIQxW,,Cloth,,
Cargonaut Nederland B.V.,51782952,"Cargonaut Nederland B.V. 4.0  (13) 
Software company in Schiphol, Netherlands",/url?q=http://www.cargonaut.nl/&sa=U&ved=2ahUKEwiXvsbJ5ef9AhXyM0QIHUAYAlMQgU96BAgLEAQ&usg=AOvVaw01mF_wF7ewnYLUsXXrbs5R,"Address: Folkstoneweg 42, 1118 LM Schiphol, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 653 0808",Software company,"Folkstoneweg 42, 1118 LM Schiphol",Schiphol
CarePay International B.V.,68738129,"CarePay International 5.0  (10) 
Software company in Amsterdam, Netherlands",/url?q=http://www.carepay.com/&sa=U&ved=2ahUKEwj89bTH5ef9AhUBM0QIHfZCCUEQgU96BAgMEAQ&usg=AOvVaw1plVz6gXIugYkdeJ7ypuTO,"Address: AHTC Building, Tower D, Floor 4, Paasheuvelweg 25, 1105 BP Amsterdam, NetherlandsPhone: +31 20 214 2150",Software company,"AHTC Building, Tower D, Floor 4, Paasheuvelweg 25, 1105 BP Amsterdam",Amsterdam
Care Force Medical B.V.,50226045,"Care Force 4.2  (17) 
Temp agency in Velp, Gelderland, Netherlands",/url?q=http://www.care-force.com/&sa=U&ved=2ahUKEwjjn8bG5ef9AhVcNEQIHfQfD1YQgU96BAgLEAQ&usg=AOvVaw3JrIIycrKN9pHZ_ftZfGqm,"Address: Arnhemsestraatweg 19, 6881 NB Velp, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 26 355 4110",Temp agency,"Arnhemsestraatweg 19, 6881 NB Velp",Velp
CardioTek B.V.,14097237,"CardioTek B.V. 5.0  (1) 
Heart hospital in Sittard, Netherlands",/url?q=http://www.cardiotek.com/&sa=U&ved=2ahUKEwjuiZHG5ef9AhWPEEQIHYK4CP4QgU96BAgKEAQ&usg=AOvVaw1sWgBC2kUkNQ48KA80xd7S,"Address: Dr, Doctor Nolenslaan 107-B, 6136 GL Sittard, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 43 365 6006",Heart hospital,"Dr, Doctor Nolenslaan 107-B, 6136 GL Sittard",Sittard
Cardimed B.V.,56246145,"Cardimed 5.0  (1) 
Wholesaler in Maastricht, Netherlands",/url?q=http://www.cardimed.nl/&sa=U&ved=2ahUKEwiz5trF5ef9AhVvIEQIHf3gDq4QgU96BAgLEAQ&usg=AOvVaw0JJxwmUtuwkwTNs8TwhnLc,"Address: Stationsplein 8 R, 6221 BT Maastricht, NetherlandsPhone: +31 43 204 3000",Wholesaler,"Stationsplein 8 R, 6221 BT Maastricht",Maastricht
Cardano Risk Management B.V.,24308915,"Cardano Risk Management 5.0  (2) 
Financial institution in Rotterdam, Netherlands",/url?q=https://www.cardano.nl/&sa=U&ved=2ahUKEwi8venE5ef9AhX4IkQIHeZlCHgQgU96BAgMEAQ&usg=AOvVaw0IZV1ckvDoMClK7Pt6ImAr,"Address: Weena 690, 3012 CN Rotterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 10 206 1300",F,"Weena 690, 3012 CN Rotterdam",Rotterdam
Carat Nederland B.V.,34186991,"Carat Nederland 5.0  (3) 
Wholesaler in Breda, Netherlands",/url?q=http://www.carat-tools.nl/&sa=U&ved=2ahUKEwiTsrvD5ef9AhVfPEQIHdZPDQoQgU96BAgKEAQ&usg=AOvVaw33ZRO70uj95Ku74IMtFxWO,"Address: Nikkelstraat 18, 4823 AB Breda, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 76 542 2422",Wholesaler,"Nikkelstraat 18, 4823 AB Breda",Breda
Capte B.V.,70155844,"Capte B.V. 5.0  (1) 
Corporate office",/url?q=https://www.capte.co/&sa=U&ved=2ahUKEwjSnIjD5ef9AhVfHUQIHYyLDeoQgU96BAgLEAQ&usg=AOvVaw1S4rPdLRijpolBXGu05_nk,"Address: Mr.Treublaan 7, 1097 DP Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM Mon",Corporate office,"Mr.Treublaan 7, 1097 DP Amsterdam",Amsterdam
CAPLINQ Europe B.V.,52503208,"CAPLINQ Europe BV 3.7  (3) 
Manufacturer in Assendelft, Netherlands",/url?q=http://www.caplinq.com/&sa=U&ved=2ahUKEwji7NfB5ef9AhVYJEQIHXxKBokQgU96BAgLEAQ&usg=AOvVaw37zdh86E9A5ZduvbsAwwxj,"Address: Industrieweg 15, 1566 JN Assendelft, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 893 2224",Manufacturer,"Industrieweg 15, 1566 JN Assendelft",Assendelft
Cape Systems Integration B.V.,8166119,"CAPE Groep B.V. 4.6  (15) 
Computer consultant in Enschede, Netherlands",/url?q=https://www.capegroep.nl/&sa=U&ved=2ahUKEwi-gvK_5ef9AhVwM0QIHUgmAEoQgU96BAgLEAQ&usg=AOvVaw3nUY4Ud-5nDYWkjc51leRc,"Address: Transportcentrum 16, 7547 RW Enschede, NetherlandsHours: Closed ⋅ Opens 8 AM Mon",Computer consultant,"Transportcentrum 16, 7547 RW Enschede",Enschede
Cape Five NL B.V.,11070278,"Cape Five nl B.V. 4.3  (27) 
Trucking company in Ammerzoden, Netherlands",,"Address: Uilecotenweg 7, 5324 JT Ammerzoden, NetherlandsPhone: +31 345 656 090",Truck,"Uilecotenweg 7, 5324 JT Ammerzoden",Ammerzoden
Caotech B.V.,37077521,"Caotech B.V. 3.0  (2) 
Manufacturer in Wormerveer, Netherlands",/url?q=https://www.caotech.com/&sa=U&ved=2ahUKEwjRhaa-5ef9AhVBJEQIHUy7C70QgU96BAgJEAQ&usg=AOvVaw0ZWFqEDVeOHqS0LgEWLJBu,"Address: Handelsweg 3, 1521 NH Wormerveer, NetherlandsHours: Closed ⋅ Opens 7:30 AM MonPhone: +31 75 640 4313",Manufacturer,"Handelsweg 3, 1521 NH Wormerveer",Wormerveer
CAN-PACK Netherlands B.V.,65982584,"CAN-PACK Netherlands B.V. 2.7  (43) 
Packaging company in Helmond, Netherlands",/url?q=https://www.canpack.com/&sa=U&ved=2ahUKEwia4LW95ef9AhVVBEQIHRueDRIQgU96BAgMEAQ&usg=AOvVaw3u1y3vMOTjLHG8YfzDIJ47,"Address: Maisdijk 9, 5704 RM Helmond, NetherlandsHours: Open 24 hoursPhone: +31 492 768 010",Packag,"Maisdijk 9, 5704 RM Helmond",Helmond
Canon Production Printing Netherlands B.V.,12002662,"Canon Production Printing Netherlands B.V. 4.8  (5) 
Manufacturer in Venlo, Netherlands",/url?q=https://cpp.canon/&sa=U&ved=2ahUKEwiD-fS85ef9AhUnOUQIHdjFAVEQgU96BAgMEAQ&usg=AOvVaw36mNbGoe9M-JrMqFSAgeTo,"Address: Van der Grintenstraat 10, 5914 HH Venlo, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 77 359 2222",Manufacturer,"Van der Grintenstraat 10, 5914 HH Venlo",Venlo
Canon Europa N.V.,33166721,"Canon Europa N.V. 4.3  (57) 
Corporate office",/url?q=http://www.canon.nl/&sa=U&ved=2ahUKEwiAhqS75ef9AhVZOUQIHegBBYYQgU96BAgMEAQ&usg=AOvVaw23Q8ntC7IpGhI2ARNcfdE4,"Address: Bovenkerkerweg 59, 1185 XB Amstelveen, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 20 545 8000",Corporate office,"Bovenkerkerweg 59, 1185 XB Amstelveen",Amstelveen
Camposol Fresh B.V,24152493,"Camposol Fresh B.V. 4.5  (6) 
Produce wholesaler",,"Address: Honderdland 602, 2676 LV Maasdijk, NetherlandsPhone: +31 174 521 016",Produce wholesaler,"Honderdland 602, 2676 LV Maasdijk",Maasdijk
Camping De Robbenjager B.V.,85118036,"Dune Park and Camping Robbenjager 4.5  (860) 
Campground in De Cocksdorp, Netherlands",/url?q=http://www.duinparkderobbenjager.nl/%3Futm_source%3Dgooglemybusiness%26utm_medium%3Dorganic&sa=U&ved=2ahUKEwjOx9C45ef9AhXTPkQIHdlGAWwQgU96BAgKEAQ&usg=AOvVaw0Xb-a-Qjx99dZcw-lDD4rL,"Address: Vuurtorenweg 148, 1795 LN De Cocksdorp, NetherlandsPhone: +31 222 316 258",Campground,"Vuurtorenweg 148, 1795 LN De Cocksdorp",Cocksdorp
Calvin Klein Europe B.V.,24271819,"PVH Europe B.V 4.4  (138) 
Corporate office",/url?q=https://www.pvh.com/&sa=U&ved=2ahUKEwivsLe35ef9AhXlKUQIHX6YCh4QgU96BAgMEAQ&usg=AOvVaw21DE9VhI2ZXBlI6U8IXVu7,,Corporate office,,
Caliber.global B.V.,53654889,"Caliber.global - Global project logistics, made easy 5.0  (5) 
Logistics service in Arnhem, Netherlands",/url?q=http://www.caliber.global/&sa=U&ved=2ahUKEwiB4oq25ef9AhV2PkQIHX2CDSEQgU96BAgLEAQ&usg=AOvVaw28wjsbhx3nY2DtKvBMq8_K,"Address: Tivolilaan 205, 6824 BV Arnhem, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 88 004 1900",Logistics service,"Tivolilaan 205, 6824 BV Arnhem",Arnhem
Calcit Zeeland B.V.,72975784,"Calcit Zeeland B.V. 4.6  (7) 
Corporate office",/url?q=http://www.calcit.si/en/&sa=U&ved=2ahUKEwiH4_C05ef9AhUzhe4BHXi6Ae8QgU96BAgLEAQ&usg=AOvVaw0Ur-jrMwnWAkcFHErDZ4Ac,"Address: Terneuzen, NetherlandsPhone: +31 115 745 850",Corporate office,Terneuzen,Terneuzen
CAL Consult Nederland B.V.,9078710,"CAL Consult Nederland B.V. 4.9  (8) 
Logistics service in Ede, Netherlands",/url?q=https://www.cal-consult.de/nl/&sa=U&ved=2ahUKEwi1l7q05ef9AhViN0QIHWEIBMEQgU96BAgKEAQ&usg=AOvVaw23_b02F_rJCIzqD_EfUocZ,"Address: Pascalstraat 15, 6716 AZ Ede, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 318 691 300",Logistics service,"Pascalstraat 15, 6716 AZ Ede",Ede
Cairn Real Estate B.V.,8149727,"Cairn Real Estate 3.0  (2) 
Real estate developer in Amsterdam, Netherlands",/url?q=https://cairn-re.com/&sa=U&ved=2ahUKEwiOroW05ef9AhXJPUQIHeMQANsQgU96BAgLEAQ&usg=AOvVaw1hcT2G-zTTjbnNOXBv-C5A,"Address: Strawinskylaan 1547 Tower C 15, 1077 XX Amsterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 714 7130",Real estate developer,"Strawinskylaan 1547 Tower C 15, 1077 XX Amsterdam",Amsterdam
Café Restaurant Easy Dinner,24328119,"Caf� Restaurant Easy Dinner 4.1  (263) 
Restaurant",/url?q=http://www.easy-dinner.nl/&sa=U&ved=2ahUKEwi6u4Wy5ef9AhUKPUQIHYmmANgQgU96BAgLEAQ&usg=AOvVaw3dAZn1buho3rOerCrY6JSG,"Address: Nesse 18, 2741 ES Waddinxveen, NetherlandsHours: Opens soon ⋅ 12 PMPhone: +31 182 649 840",Restaurant,"Nesse 18, 2741 ES Waddinxveen",Waddinxveen
CAE Center Amsterdam B.V.,34099723,"CAE Amsterdam - Schiphol 4.7  (50) 
Training centre in the Netherlands",/url?q=https://www.cae.com/civil-aviation/locations/cae-amsterdam-schiphol&sa=U&ved=2ahUKEwj-jeX04-f9AhXxPEQIHaE5AfUQgU96BAgMEAQ&usg=AOvVaw2ZdYydAEfAUQMxE28ODfAd,"Address: 1D, Fokkerweg 300, 1438 AN Oude Meer, NetherlandsHours: Open 24 hoursPhone: +31 20 304 3200",Tra,"1D, Fokkerweg 300, 1438 AN Oude Meer",Meer
CAE Aviation Training B.V.,33294836,"CAE Training Aircraft BV 4.6  (8) 
School in Hoofddorp, Netherlands",,"Address: Diamantlaan 27, 2132 WV Hoofddorp, NetherlandsPhone: +31 23 567 1671",School,"Diamantlaan 27, 2132 WV Hoofddorp",Hoofddorp
Cadran Consultancy B.V.,32073161,"Cadran Consultancy B.V. 4.8  (11) 
Computer consultant in Hoevelaken, Netherlands",/url?q=https://www.cadran.nl/&sa=U&ved=2ahUKEwij6u_z4-f9AhWGJUQIHefDCsoQgU96BAgLEAQ&usg=AOvVaw3XtM290dqthPgoLQt2f7Fs,"Address: De Beek 7, 3871 MS Hoevelaken, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 33 247 1599",Computer consultant,"De Beek 7, 3871 MS Hoevelaken",Hoevelaken
Cadmatic B.V.,2034210,"CADMATIC B.V. 4.5  (2) 
Software company in Groningen, Netherlands",/url?q=http://www.cadmatic.com/&sa=U&ved=2ahUKEwiA4MLz4-f9AhW7h-4BHS63ClQQgU96BAgMEAQ&usg=AOvVaw3Dcbvpc9z3jAn9xOfBRTKN,"Address: Osloweg 110, 9723 BX Groningen, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 50 575 3980",Software company,"Osloweg 110, 9723 BX Groningen",Groningen
Cadir Restaurant B.V.,61806269,"Cadir 3.7  (1,761) 
Turkish restaurant",/url?q=http://cadir.nl/&sa=U&ved=2ahUKEwiqvorz4-f9AhWeLEQIHVPQA0AQgU96BAgLEAQ&usg=AOvVaw1MwgVlMvJcV0UughO2xxRJ,,Turkish restaurant,,
CAD2M B.V.,9132824,"CAD2M B.V. 4.1  (8) 
Software company in Doetinchem, Netherlands",/url?q=https://cad2m.nl/&sa=U&ved=2ahUKEwiOvq_y4-f9AhXuLEQIHdxGD-kQgU96BAgLEAQ&usg=AOvVaw3zL1IZYaN_aITVWjAE-3Un,"Address: Logistiekweg 34, 7007 CJ Doetinchem, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 314 377 050",Software company,"Logistiekweg 34, 7007 CJ Doetinchem",Doetinchem
"CACEIS Bank, Netherlands Branch",67323944,"KAS BANK N.V. 4.3  (6) 
Bank in Amsterdam, Netherlands",,"Address: De Entree 500, 1101 EE Amsterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 557 5911",Bank,"De Entree 500, 1101 EE Amsterdam",Amsterdam
Cabot B.V.,24108495,"Cabot Activated Carbon BV 4.1  (61) 
Energy supplier in Botlek Rotterdam, Netherlands",,"Address: Botlekstraat 2, 3197 KA Botlek Rotterdam, NetherlandsPhone: +31 181 291 888",Energy supplier,"Botlekstraat 2, 3197 KA Botlek Rotterdam",Rotterdam
C.H. Robinson Europe B.V.,34184256,"C.H. Robinson Europe B.V. 4.2  (22) 
Logistics service in Amsterdam, Netherlands",/url?q=https://www.chrobinson.com/&sa=U&ved=2ahUKEwiLvsjw4-f9AhVVKkQIHRLqCqcQgU96BAgMEAQ&usg=AOvVaw0bWuR3BIUljti8X8ZQEjkd,"Address: Teleportboulevard 120, 1043 EJ Amsterdam, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 20 301 0500",Logistics service,"Teleportboulevard 120, 1043 EJ Amsterdam",Amsterdam
C Teleport B.V.,72063920,"C Teleport 4.4  (10) 
Airline ticket agency in Rotterdam, Netherlands",/url?q=https://cteleport.com/&sa=U&ved=2ahUKEwiE3oLv4-f9AhXwOUQIHeGyAmQQgU96BAgLEAQ&usg=AOvVaw05A5Ku0_h0ItnggKsnsoWn,"Address: Prins Alexanderplein 13, 3067 GC Rotterdam, NetherlandsHours: Closed ⋅ Opens 9 AM Mon",Airl,"Prins Alexanderplein 13, 3067 GC Rotterdam",Rotterdam
Byondis B.V.,54042577,"Byondis 3.0  (4) 
Pharmaceutical company in Nijmegen, Netherlands",/url?q=http://www.byondis.com/&sa=U&ved=2ahUKEwjPs-nt4-f9AhUJH0QIHaLkB-EQgU96BAgMEAQ&usg=AOvVaw07quBhfrvmkKSE8Z3FJAQt,"Address: Microweg 4, 6545 CM Nijmegen, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 24 679 5100",Pharmaceutical company,"Microweg 4, 6545 CM Nijmegen",Nijmegen
Bynder B.V.,56995229,"Bynder 4.9  (39) 
Software company in Amsterdam, Netherlands",/url?q=https://www.bynder.com/en/&sa=U&ved=2ahUKEwix-7Lt4-f9AhUBM0QIHftCCUQQgU96BAgMEAQ&usg=AOvVaw1sW1SwHMI2-65IUAcK0bsn,"Address: Max Euweplein 46, 1017 MB Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 809 0232",Software company,"Max Euweplein 46, 1017 MB Amsterdam",Amsterdam
ByggBlock B.V.,57529981,"ByggBlock B.V. 5.0  (1) 
Business to business service in Utrecht, Netherlands",/url?q=http://www.byggblock.com/&sa=U&ved=2ahUKEwiJ8aHs4-f9AhXiEUQIHbOmA9sQgU96BAgKEAQ&usg=AOvVaw008iM1aIKwJLxiAw6S2Ywe,"Address: Savannahweg 66, 3542 AW Utrecht, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 30 711 8838",Bus,"Savannahweg 66, 3542 AW Utrecht",Utrecht
Byd Europe B.V.,24288673,"BYD Europe B.V. 4.8  (36) 
Corporate office",/url?q=http://www.bydeurope.com/&sa=U&ved=2ahUKEwjS0_Dr4-f9AhU8PkQIHb_VAP4QgU96BAgMEAQ&usg=AOvVaw0sYJBayAqBYyfYGfPBNwNZ,"Address: 's-Gravelandseweg 256, 3125 BK Schiedam, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 10 207 0888",Corporate office,"'s-Gravelandseweg 256, 3125 BK Schiedam",Schiedam
